image_name|comment_number|caption
4923692902.jpg| 2| Two women wearing boots and holding bags are talking to each other .
4923692902.jpg| 3| Two women , carrying shopping bags converse on a pedestrian bridge .
4923692902.jpg| 4| Young women taking a break from shopping .
4927868989.jpg| 0| There are lots and lots of Oriental men dressed in identical yellow , gray , and red shirts posing with one arm extended amidst boxes .
4927868989.jpg| 1| Factory workers standing in uniform next to their product .
4927868989.jpg| 2| Identical looking factory workers are paying attention .
4927868989.jpg| 3| Asian men in uniform performing the same stance .
4927868989.jpg| 4| Young Asian men perform similar task .
4936899101.jpg| 0| A serious-faced woman in green and wearing an apron preparing the meat in front of her .
4936899101.jpg| 1| An asian woman in a green shirt and an apron is fixing some food inside a market .
4936899101.jpg| 2| A woman in a public market cutting a chicken into small pieces
4936899101.jpg| 3| A woman wearing a green shirt and an apron is making food .
4936899101.jpg| 4| A woman in a green shirt is cooking .
4941462834.jpg| 0| A police officer is using yellow tape to section off an area from a crowd of people .
4941462834.jpg| 1| A policeman is roping off an area with police tape while onlookers watch .
4941462834.jpg| 2| A police officer blocks off an area from spectators with yellow tape .
4941462834.jpg| 3| Policeman taping off an area by a group of firemen .
4941462834.jpg| 4| Police are setting up a barricade due to a fire .
4951841137.jpg| 0| There are a few people strolling along a large oceanside walkway .
4951841137.jpg| 1| Ocean view of long pier with people walking around .
4951841137.jpg| 2| A few people are walking in a waterfront area .
4951841137.jpg| 3| People walk and ride bikes along the coast .
4951841137.jpg| 4| A quiet marina with a handful of people .
5056620714.jpg| 0| Man in jeans and white t-shirt , holding a microphone and being passed from person to person at concert .
5056620714.jpg| 1| Singer dives into crowd watching him perform .
5056620714.jpg| 2| A singer doing a stage dive into the crowd .
5056620714.jpg| 3| A singer is crowd surfing .
5056620714.jpg| 4| Male singer crowd surfing
506115200.jpg| 0| A lady with red-hair and a white jacket pauses to look at her shopping list in the milk section of a grocery store .
506115200.jpg| 1| A woman looking her grocery list is a store with a sign for milk in the background .
506115200.jpg| 2| A woman is looking at her shopping list inside a grocery store .
506115200.jpg| 3| A woman looking at her shopping list in a grocery store .
506115200.jpg| 4| A woman in a grocery store is reading over a note .
5144307872.jpg|0| A dark-haired woman wearing a black dress sings into a microphone at a dark venue .
5144307872.jpg|1| A woman in a black dress speaking or singing into a microphone surrounded by fog .
5144307872.jpg|2| Mature women performing a song in mist of stage smoke .
5144307872.jpg|3| A female singer singing in a smoky bar .
5144307872.jpg|4| A woman sings in a smokey room .
5321755236.jpg|0| A woman wearing sunglasses and jeans runs and jumps down a sand dune with has lots of tire tracks and foot prints .
5321755236.jpg|1| An adult surrounded with nothing but sand leaping into the air .
5321755236.jpg|2| A young woman is jumping in front of a large sand dune .
5321755236.jpg|3| A woman enjoying bouncing through the desert sands .
5321755236.jpg|4| A woman jumping in a desert like area .
5402085.jpg|0| The worker , in the blue suit , is digging in the dirt , while his coworker , in the gray-green suit , is attending the machine .
5402085.jpg|1| Two men in coveralls are digging a hole with a shovel and some machinery .
5402085.jpg|2| Two workers preparing a work site with a powered auger .
5402085.jpg|3| two very muddy men drilling for oil
5402085.jpg|4| Two people are working outside .
5408820009.jpg|0| A girl with black hair wearing a blue jacket smiles as she rides a red sled in the snow .
5408820009.jpg|1| A young girl with long brown hair and a red sled plays in the snow .
5408820009.jpg|2| A girl in a coat on a sled in the snow .
5408820009.jpg|3| A young girl is sledding in the snow .
5408820009.jpg|4| A girl enjoying her sledding ride .
5714048502.jpg|0| A woman wearing a purple sweatshirt and jeans with red feathers attached to her head is working on a laptop which sits on a small wooden desk .
5714048502.jpg|1| A woman with blond-hair , with bright red streaks on top working on a computer .
5714048502.jpg|2| A blond-haired woman wearing a red feather hat is using a laptop .
5714048502.jpg|3| A woman demonstrates how to use different editing techniques .
5714048502.jpg|4| A woman is working on the computer .
6052149729.jpg|0| two males standing in front of a gated manor with one bent over with hands on his knees and one pretending to kick the other 's bottom .
6052149729.jpg|1| One man wearing a striped shirt kicking the other and the other man in a flannel with a house in the background .
6052149729.jpg|2| One young man kicks another young man in front of a two story house .
6052149729.jpg|3| Two goofy guys perform physical comedy in an old English setting .
6052149729.jpg|4| Two boys goofing off in front of an old vintage home on a field .
6188752802.jpg|0| A woman player in white and black , sends the volleyball over the net , while the opposing team in navy blue , tries to block it , as the coach and a few spectators watch , in a gym .
6188752802.jpg|1| A girls volleyball game in which one team is wearing predominantly white shirts and the other is wearing green shirts .
6188752802.jpg|2| A female volleyball player is jumping toward the volleyball .
6188752802.jpg|3| Female volleyball players playing a game .
6188752802.jpg|4| These girls are playing volleyball .
6209779666.jpg|0| A man perched on a ladder next to a small building pours water from a red bucket into a yellow bucket .
6209779666.jpg|1| A man , on a ladder works on the roof of a building .
6209779666.jpg|2| Repairing the roof of a school on the coastline .
6209779666.jpg|3| A man is on a ladder working on a roof .
6209779666.jpg|4| A man watering plants on his house .
638855308.jpg|0| An older women looking off into the distance with three older women walking towards her from behind .
638855308.jpg|1| A blond headed lady is walking in front of a group of three people .
638855308.jpg|2| A woman in a city is surprised at what she sees .
638855308.jpg|3| seniors walking on the street in a clear day
638855308.jpg|4| Elderly people walking down a city street .
6673047429.jpg|0| Three little girls observe the snowy landscape through a window with one of them touching the window .
6673047429.jpg|1| Three little girls are crowded around a wooden television standing on a windowsill .
6673047429.jpg|2| Three young girls are looking at a monitor as one of them points to the screen .
6673047429.jpg|3| young girls points at screen indoors as 2 other young girls look on
6673047429.jpg|4| Three little girls watch an antique tv .
6750572607.jpg|0| The young toddlers is dressed in yellow and purple , while sitting on the ground with three bucks filling them with dirt .
6750572607.jpg|1| A blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pail , shovel and trucks .
6750572607.jpg|2| A young child with blond-hair and yellow boots plays with a shovel , rocks and a dump truck .
6750572607.jpg|3| A small child in yellow and purple is scooping pebbles and dirt into a bucket .
6750572607.jpg|4| A child wearing bright clothes , plays with toys on a rocky ground .
6818875863.jpg|0| A soccer game is played in front of green , half-filled seats .
6818875863.jpg|1| A soccer field and bleachers with players and fans .
6818875863.jpg|2| Evening soccer game with one side about to score .
6818875863.jpg|3| a soccer game in a large stadium
6818875863.jpg|4| Watching a soccer match live .
6847883340.jpg|0| A group of foreign exchange students having a good time and enjoying the city life in the astonishingly busy streets of New York as they enjoy their first time being in the United States .
6847883340.jpg|1| A group of young people most wearing red wave for the camera as they walk by buses .
6847883340.jpg|2| A group of seven men are standing in front of a yellow and blue bus .
6847883340.jpg|3| A group of young men dressed in red walk past a tour bus .
6847883340.jpg|4| A sports team getting off their bus .
689359034.jpg|0| A few people standing around five orange port-a-potties which are placed in the middle of a city .
689359034.jpg|1| Some people stand by a group of 5 orange portable bathrooms .
689359034.jpg|2| A family waits next to some portable toilets in the city .
689359034.jpg|3| People standing by a row of orange portable toilets .
689359034.jpg|4| People near 5 orange outdoor toilets in a city
6924031104.jpg|0| Two people in helmets on motorcycles racing , one purple ( in front ) and the other green , leaning into a turn .
6924031104.jpg|1| Two people taking a tight turn on motorcycles , the leading motorcycle is purple and the lagging is green .
6924031104.jpg|2| Two gentleman , one on a purple motorcycle one on a green one , racing around a tight right hand turn .
6924031104.jpg|3| Two motorcyclists race on an asphalt track on purple and green motorcycles .
6924031104.jpg|4| Two motorcyclists turning the corner of a racetrack
6966952728.jpg|0| A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance .
6966952728.jpg|1| A man looking off into a blurred background with his hand on an unidentified machine .
6966952728.jpg|2| A man is on a small boat with his hand on the boat 's motor .
6966952728.jpg|3| A man adjusts the engine of a boat near the water .
6966952728.jpg|4| Man grasping motor as he gazes into the distance .
7248241408.jpg|0| A man dressed in orange and black is running a marathon through the streets as people watch .
7248241408.jpg|1| A man running in front of a group of people and a building with a 'NARVESEN' sign .
7248241408.jpg|2| A runner in an orange shirt runs through a city while onlookers observer .
7248241408.jpg|3| The runner runs down the street with several people looking at him .
7248241408.jpg|4| A man wearing an orange shirt and orange shoes is running .
7406123104.jpg|0| Chefs preparing food outside with bread and cooking equipment visible next to the ingredients they are working on .
7406123104.jpg|1| A hired chef is cutting up some vegetables for gourmet finger foods at an outdoor wine tasting gathering .
7406123104.jpg|2| A man in a white jacket is cutting up food in an outdoor venue .
7406123104.jpg|3| A chef prepares a meal in an outdoor kitchen .
7406123104.jpg|4| A chef prepares food outdoors .
7718605530.jpg|0| A picture of two women with one in lacy white dress with handbag and leggings and the other with a tall red hat , black mid-dress , and frame like plastic dress on top .
7718605530.jpg|1| Two women are posing for a picture ; one wearing a white dress , and the other wearing a white and black costume , and tall , red-hair .
7718605530.jpg|2| The woman on the left is having her picture taken with another woman who is wearing a tall pink hat .
7718605530.jpg|3| Mother and daughter wearing Alice in wonderland customs are posing for a picture .
7718605530.jpg|4| Ladies stand for a picture at an event .
7765740754.jpg|0| A woman in an orange blouse is glancing away from the picture while she dresses the hair of her friend , a girl who is grimacing and who is wearing a black tank top .
7765740754.jpg|1| A black-haired woman with her hair in a high bun is having her head shaved by another woman .
7765740754.jpg|2| a young lady getting ready for a dance and her sister is doing her hair .
7765740754.jpg|3| One girl , wearing a watch , fixing the hair of another girl .
7765740754.jpg|4| A girl wearing a watch fixes her friend 's hair .
7806900624.jpg|0| A guy in a red shirt is on his head with his feet in the air while a guy in a gray shirt and black hat looks at him .
7806900624.jpg|1| Two young men are performing a modern dance routine .
7806900624.jpg|2| Two guys performing an energetic dance on stage
7806900624.jpg|3| Two guys breakdance on stage .
7806900624.jpg|4| Two men dance on a stage .
7982277003.jpg|0| A man in a white shirt and black pants crouches near his display of green fruit on a brick street .
7982277003.jpg|1| An Asian man is preparing a recipe with lotus pods and other ingredients , on a brick street .
7982277003.jpg|2| An Asian man squats on a paved walkway and sorts a pile of vegetables .
7982277003.jpg|3| A street vendor arranging his products on a cloth on a cobbled street .
7982277003.jpg|4| An asian man on a brick street tending to food on the ground .
8043180155.jpg|0| A young girl walks down the streets of a relatively low income neighborhood while others are doing their business in the background .
8043180155.jpg|1| A girl in red shorts walks down a street , passing by a building with many green plants on the walls .
8043180155.jpg|2| A little girl in pink , blue , and red walk the city alleyway after a rainy day .
8043180155.jpg|3| the alleyway of an urban city , the citizens going about their day .
8043180155.jpg|4| a young girl walking down a back alley in the city
878758390.jpg|0| The white dog is running along the beach .
878758390.jpg|1| A white dog is running on a rocky beach .
878758390.jpg|2| A white dog walking on the beach .
878758390.jpg|3| a white dog runs along the beach
878758390.jpg|4| A white dog runs on a beach .
88488944.jpg|0| A woman with gray slacks , blue shirt and sneakers is sitting in a chair writing on a pad .
88488944.jpg|1| A young woman in a navy shirt sits with her legs crossed and takes notes during a lecture .
88488944.jpg|2| An Asian female writing on a note pad with an Asian male in the background .
88488944.jpg|3| An Asian girl writes down something on a notepad in her lap .
88488944.jpg|4| A woman is sitting in a chair filling out some paperwork .
97131520.jpg|0| While traveling on an religiously and ornately decorated bus , a man in a tan dress shirt looks at the photographer while the other passengers keep their eyes on the road .
97131520.jpg|1| Three people sitting in what looks like an rv , one guy is looking at us , the other two are facing forward , there 's a picture of Jesus hanging up .
97131520.jpg|2| Two men and a woman sit near the front of a bus with religious artifacts around .
97131520.jpg|3| People sitting inside a bus waiting to reach their destination .
97131520.jpg|4| Three people are sitting in a richly decorated automobile .
